"","P-value","NA"
"18341",NA,"TMOD3 ZSWIM2-skip from contingencyTCGA()."
"18342",NA,"TMOD4 ZSWIM2-skip from contingencyTCGA()."
"18343",NA,"OK"
"18344",NA,"OK"
"18345",NA,"TMPRSS11A ZSWIM2-skip from contingencyTCGA()."
"18346",NA,"TMPRSS11BNL has only one group in survdiff."
"18347",NA,"TMPRSS11B ZSWIM2-skip from contingencyTCGA()."
"18348",NA,"TMPRSS11D ZSWIM2-skip from contingencyTCGA()."
"18349",NA,"OK"
"18350",NA,"TMPRSS12 has only one group in survdiff."
"18351",NA,"OK"
"18352",NA,"TMPRSS15 has only one group in survdiff."
"18353",NA,"TMPRSS2 ZSWIM2-skip from contingencyTCGA()."
"18354",NA,"OK"
"18355",NA,"TMPRSS4 ZSWIM2-skip from contingencyTCGA()."
"18356",NA,"OK"
"18357",NA,"OK"
"18358",NA,"OK"
"18359",NA,"TMPRSS9 ZSWIM2-skip from contingencyTCGA()."
"18360",NA,"OK"
"18361",NA,"TMSB15A ZSWIM2-skip from contingencyTCGA()."
"18362",NA,"OK"
"18363",NA,"TMSB4Y ZSWIM2-skip from contingencyTCGA()."
"18364",NA,"TMSL3 ZSWIM2-skip from contingencyTCGA()."
"18365",NA,"OK"
"18366",NA,"OK"
"18367",NA,"OK"
"18368",NA,"OK"
"18369",NA,"OK"
"18370",NA,"OK"
"18371",NA,"TMX1 ZSWIM2-skip from contingencyTCGA()."
"18372",NA,"TMX2 ZSWIM2-skip from contingencyTCGA()."
"18373",NA,"OK"
"18374",NA,"TMX4 ZSWIM2-skip from contingencyTCGA()."
"18375",NA,"OK"
"18376",NA,"TNFAIP1 ZSWIM2-skip from contingencyTCGA()."
"18377",NA,"OK"
"18378",NA,"OK"
"18379",NA,"TNFAIP6 ZSWIM2-skip from contingencyTCGA()."
"18380",NA,"TNFAIP8L1 ZSWIM2-skip from contingencyTCGA()."
"18381",NA,"TNFAIP8L2 ZSWIM2-skip from contingencyTCGA()."
"18382",NA,"TNFAIP8L3 ZSWIM2-skip from contingencyTCGA()."
"18383",NA,"OK"
"18384",NA,"TNFRSF10A ZSWIM2-skip from contingencyTCGA()."
"18385",NA,"OK"
"18386",NA,"OK"
"18387",NA,"OK"
"18388",NA,"OK"
"18389",NA,"TNFRSF11B ZSWIM2-skip from contingencyTCGA()."
"18390",NA,"TNFRSF12A ZSWIM2-skip from contingencyTCGA()."
"18391",NA,"TNFRSF13B ZSWIM2-skip from contingencyTCGA()."
"18392",NA,"TNFRSF13C ZSWIM2-skip from contingencyTCGA()."
"18393",NA,"TNFRSF14 ZSWIM2-skip from contingencyTCGA()."
"18394",NA,"TNFRSF17 ZSWIM2-skip from contingencyTCGA()."
"18395",NA,"TNFRSF18 ZSWIM2-skip from contingencyTCGA()."
"18396",NA,"TNFRSF19 ZSWIM2-skip from contingencyTCGA()."
"18397",NA,"OK"
"18398",NA,"TNFRSF1B ZSWIM2-skip from contingencyTCGA()."
"18399",NA,"TNFRSF21 ZSWIM2-skip from contingencyTCGA()."
"18400",NA,"TNFRSF25 ZSWIM2-skip from contingencyTCGA()."
"18401",NA,"TNFRSF4 ZSWIM2-skip from contingencyTCGA()."
"18402",NA,"OK"
"18403",NA,"TNFRSF8 ZSWIM2-skip from contingencyTCGA()."
"18404",NA,"OK"
"18405",NA,"OK"
"18406",NA,"OK"
"18407",NA,"There is no TNFSF12.TNFSF13  RNAseq data."
"18408",NA,"OK"
"18409",NA,"OK"
"18410",NA,"OK"
"18411",NA,"OK"
"18412",NA,"OK"
"18413",NA,"OK"
"18414",NA,"OK"
"18415",NA,"OK"
"18416",NA,"OK"
"18417",NA,"TNF ZSWIM2-skip from contingencyTCGA()."
"18418",NA,"OK"
"18419",NA,"OK"
"18420",NA,"TNIP2 ZSWIM2-skip from contingencyTCGA()."
"18421",NA,"OK"
"18422",NA,"OK"
"18423",NA,"OK"
"18424",NA,"OK"
"18425",NA,"OK"
"18426",NA,"OK"
"18427",NA,"TNMD has only one group in survdiff."
"18428",NA,"TNNC1 ZSWIM2-skip from contingencyTCGA()."
"18429",NA,"TNNC2 ZSWIM2-skip from contingencyTCGA()."
"18430",NA,"TNNI1 ZSWIM2-skip from contingencyTCGA()."
"18431",NA,"TNNI2 ZSWIM2-skip from contingencyTCGA()."
"18432",NA,"TNNI3K ZSWIM2-skip from contingencyTCGA()."
"18433",NA,"OK"
"18434",NA,"OK"
"18435",NA,"OK"
"18436",NA,"TNNT3 ZSWIM2-skip from contingencyTCGA()."
"18437",NA,"OK"
"18438",NA,"TNP1 has only one group in survdiff."
"18439",NA,"TNP2 has only one group in survdiff."
"18440",NA,"TNPO1 ZSWIM2-skip from contingencyTCGA()."
"18441",NA,"TNPO2 ZSWIM2-skip from contingencyTCGA()."
"18442",NA,"OK"
"18443",NA,"TNRC18 ZSWIM2-skip from contingencyTCGA()."
"18444",NA,"TNRC6A ZSWIM2-skip from contingencyTCGA()."
"18445",NA,"OK"
"18446",NA,"TNRC6C ZSWIM2-skip from contingencyTCGA()."
"18447",NA,"TNR has only one group in survdiff."
"18448",NA,"TNS1 ZSWIM2-skip from contingencyTCGA()."
"18449",NA,"OK"
"18450",NA,"OK"
"18451",NA,"TNXB ZSWIM2-skip from contingencyTCGA()."
"18452",NA,"OK"
"18453",NA,"TOB2 ZSWIM2-skip from contingencyTCGA()."
"18454",NA,"TOE1 ZSWIM2-skip from contingencyTCGA()."
"18455",NA,"OK"
"18456",NA,"OK"
"18457",NA,"TOM1L2 ZSWIM2-skip from contingencyTCGA()."
"18458",NA,"OK"
"18459",NA,"OK"
"18460",NA,"OK"
"18461",NA,"TOMM22 ZSWIM2-skip from contingencyTCGA()."
"18462",NA,"TOMM34 ZSWIM2-skip from contingencyTCGA()."
"18463",NA,"OK"
"18464",NA,"TOMM40 ZSWIM2-skip from contingencyTCGA()."
"18465",NA,"TOMM5 ZSWIM2-skip from contingencyTCGA()."
"18466",NA,"TOMM6 ZSWIM2-skip from contingencyTCGA()."
"18467",NA,"TOMM70A ZSWIM2-skip from contingencyTCGA()."
"18468",NA,"TOMM7 ZSWIM2-skip from contingencyTCGA()."
"18469",NA,"TOP1MT ZSWIM2-skip from contingencyTCGA()."
"18470",NA,"TOP1P1 ZSWIM2-skip from contingencyTCGA()."
"18471",NA,"OK"
"18472",NA,"TOP1 ZSWIM2-skip from contingencyTCGA()."
"18473",NA,"OK"
"18474",NA,"TOP2B ZSWIM2-skip from contingencyTCGA()."
"18475",NA,"OK"
"18476",NA,"TOP3B ZSWIM2-skip from contingencyTCGA()."
"18477",NA,"TOPBP1 ZSWIM2-skip from contingencyTCGA()."
"18478",NA,"OK"
"18479",NA,"OK"
"18480",NA,"OK"
"18481",NA,"TOR1A ZSWIM2-skip from contingencyTCGA()."
"18482",NA,"TOR1B ZSWIM2-skip from contingencyTCGA()."
"18483",NA,"TOR2A ZSWIM2-skip from contingencyTCGA()."
"18484",NA,"OK"
"18485",NA,"OK"
"18486",NA,"TOX3 has only one group in survdiff."
"18487",NA,"OK"
"18488",NA,"OK"
"18489",NA,"OK"
"18490",NA,"OK"
"18491",NA,"OK"
"18492",NA,"OK"
"18493",NA,"TP53I13 ZSWIM2-skip from contingencyTCGA()."
"18494",NA,"OK"
"18495",NA,"TP53INP1 ZSWIM2-skip from contingencyTCGA()."
"18496",NA,"TP53INP2 ZSWIM2-skip from contingencyTCGA()."
"18497",NA,"OK"
"18498",NA,"OK"
"18499",NA,"TP53TG3B has only one group in survdiff."
"18500",NA,"TP53TG5 has only one group in survdiff."
"18501",NA,"OK"
"18502",NA,"OK"
"18503",NA,"TP73 ZSWIM2-skip from contingencyTCGA()."
"18504",NA,"OK"
"18505",NA,"TPCN1 ZSWIM2-skip from contingencyTCGA()."
"18506",NA,"TPCN2 ZSWIM2-skip from contingencyTCGA()."
"18507",NA,"OK"
"18508",NA,"TPD52L2 ZSWIM2-skip from contingencyTCGA()."
"18509",NA,"TPD52L3 has only one group in survdiff."
"18510",NA,"OK"
"18511",NA,"TPH1 ZSWIM2-skip from contingencyTCGA()."
"18512",NA,"TPH2 has only one group in survdiff."
"18513",NA,"TPI1P2 ZSWIM2-skip from contingencyTCGA()."
"18514",NA,"OK"
"18515",NA,"TPI1 ZSWIM2-skip from contingencyTCGA()."
"18516",NA,"OK"
"18517",NA,"OK"
"18518",NA,"TPM2 ZSWIM2-skip from contingencyTCGA()."
"18519",NA,"TPM3 ZSWIM2-skip from contingencyTCGA()."
"18520",NA,"OK"
"18521",NA,"OK"
"18522",NA,"OK"
"18523",NA,"TPP1 ZSWIM2-skip from contingencyTCGA()."
"18524",NA,"TPP2 ZSWIM2-skip from contingencyTCGA()."
"18525",NA,"TPPP2 has only one group in survdiff."
"18526",NA,"TPPP3 ZSWIM2-skip from contingencyTCGA()."
"18527",NA,"TPPP ZSWIM2-skip from contingencyTCGA()."
"18528",NA,"OK"
"18529",NA,"OK"
"18530",NA,"TPRG1 ZSWIM2-skip from contingencyTCGA()."
"18531",NA,"TPRKB ZSWIM2-skip from contingencyTCGA()."
"18532",NA,"OK"
"18533",NA,"TPRX1 has only one group in survdiff."
"18534",NA,"TPRXL ZSWIM2-skip from contingencyTCGA()."
"18535",NA,"OK"
"18536",NA,"TPSAB1 ZSWIM2-skip from contingencyTCGA()."
"18537",NA,"TPSB2 ZSWIM2-skip from contingencyTCGA()."
"18538",NA,"TPSD1 ZSWIM2-skip from contingencyTCGA()."
"18539",NA,"TPSG1 has only one group in survdiff."
"18540",NA,"TPST1 ZSWIM2-skip from contingencyTCGA()."
"18541",NA,"OK"
"18542",NA,"OK"
"18543",NA,"OK"
"18544",NA,"TPTE2P3 has only one group in survdiff."
"18545",NA,"TPTE2 has only one group in survdiff."
"18546",NA,"OK"
"18547",NA,"TPX2 ZSWIM2-skip from contingencyTCGA()."
"18548",NA,"TRA2A ZSWIM2-skip from contingencyTCGA()."
"18549",NA,"OK"
"18550",NA,"OK"
"18551",NA,"OK"
"18552",NA,"TRAF1 ZSWIM2-skip from contingencyTCGA()."
"18553",NA,"OK"
"18554",NA,"TRAF3IP1 ZSWIM2-skip from contingencyTCGA()."
"18555",NA,"OK"
"18556",NA,"TRAF3IP3 ZSWIM2-skip from contingencyTCGA()."
"18557",NA,"OK"
"18558",NA,"TRAF4 ZSWIM2-skip from contingencyTCGA()."
"18559",NA,"TRAF5 ZSWIM2-skip from contingencyTCGA()."
"18560",NA,"OK"
"18561",NA,"OK"
"18562",NA,"OK"
"18563",NA,"OK"
"18564",NA,"OK"
"18565",NA,"OK"
"18566",NA,"OK"
"18567",NA,"TRAM1 ZSWIM2-skip from contingencyTCGA()."
"18568",NA,"OK"
"18569",NA,"OK"
"18570",NA,"OK"
"18571",NA,"TRAPPC10 ZSWIM2-skip from contingencyTCGA()."
"18572",NA,"OK"
"18573",NA,"OK"
"18574",NA,"TRAPPC2P1 ZSWIM2-skip from contingencyTCGA()."
"18575",NA,"TRAPPC2 ZSWIM2-skip from contingencyTCGA()."
"18576",NA,"TRAPPC3 ZSWIM2-skip from contingencyTCGA()."
"18577",NA,"OK"
"18578",NA,"OK"
"18579",NA,"OK"
"18580",NA,"OK"
"18581",NA,"OK"
"18582",NA,"TRAT1 ZSWIM2-skip from contingencyTCGA()."
"18583",NA,"OK"
"18584",NA,"TRDN ZSWIM2-skip from contingencyTCGA()."
"18585",NA,"TREH has only one group in survdiff."
"18586",NA,"OK"
"18587",NA,"OK"
"18588",NA,"TREML1 ZSWIM2-skip from contingencyTCGA()."
"18589",NA,"TREML2P1 has only one group in survdiff."
"18590",NA,"TREML2 ZSWIM2-skip from contingencyTCGA()."
"18591",NA,"TREML3 ZSWIM2-skip from contingencyTCGA()."
"18592",NA,"TREML4 has only one group in survdiff."
"18593",NA,"OK"
"18594",NA,"TREX1 ZSWIM2-skip from contingencyTCGA()."
"18595",NA,"TREX2 ZSWIM2-skip from contingencyTCGA()."
"18596",NA,"OK"
"18597",NA,"TRHR has only one group in survdiff."
"18598",NA,"TRH has only one group in survdiff."
"18599",NA,"OK"
"18600",NA,"OK"
"18601",NA,"OK"
"18602",NA,"TRIB3 ZSWIM2-skip from contingencyTCGA()."
"18603",NA,"OK"
"18604",NA,"TRIM10 has only one group in survdiff."
"18605",NA,"OK"
"18606",NA,"OK"
"18607",NA,"OK"
"18608",NA,"OK"
"18609",NA,"OK"
"18610",NA,"OK"
"18611",NA,"TRIM17 ZSWIM2-skip from contingencyTCGA()."
"18612",NA,"OK"
"18613",NA,"OK"
"18614",NA,"OK"
"18615",NA,"OK"
"18616",NA,"TRIM25 ZSWIM2-skip from contingencyTCGA()."
"18617",NA,"TRIM26 ZSWIM2-skip from contingencyTCGA()."
"18618",NA,"OK"
"18619",NA,"OK"
"18620",NA,"TRIM29 ZSWIM2-skip from contingencyTCGA()."
"18621",NA,"OK"
"18622",NA,"OK"
"18623",NA,"TRIM32 ZSWIM2-skip from contingencyTCGA()."
"18624",NA,"TRIM33 ZSWIM2-skip from contingencyTCGA()."
"18625",NA,"TRIM34 ZSWIM2-skip from contingencyTCGA()."
"18626",NA,"TRIM35 ZSWIM2-skip from contingencyTCGA()."
"18627",NA,"OK"
"18628",NA,"OK"
"18629",NA,"OK"
"18630",NA,"OK"
"18631",NA,"TRIM3 ZSWIM2-skip from contingencyTCGA()."
"18632",NA,"TRIM40 has only one group in survdiff."
"18633",NA,"OK"
"18634",NA,"TRIM42 has only one group in survdiff."
"18635",NA,"TRIM43 has only one group in survdiff."
"18636",NA,"OK"
"18637",NA,"OK"
"18638",NA,"OK"
"18639",NA,"OK"
"18640",NA,"TRIM48 has only one group in survdiff."
"18641",NA,"TRIM49L has only one group in survdiff."
"18642",NA,"TRIM49 has only one group in survdiff."
"18643",NA,"OK"
"18644",NA,"TRIM50 ZSWIM2-skip from contingencyTCGA()."
"18645",NA,"OK"
"18646",NA,"TRIM53 has only one group in survdiff."
"18647",NA,"OK"
"18648",NA,"TRIM55 ZSWIM2-skip from contingencyTCGA()."
"18649",NA,"OK"
"18650",NA,"TRIM58 ZSWIM2-skip from contingencyTCGA()."
"18651",NA,"OK"
"18652",NA,"TRIM5 ZSWIM2-skip from contingencyTCGA()."
"18653",NA,"There is no TRIM6.TRIM34  RNAseq data."
"18654",NA,"TRIM60 has only one group in survdiff."
"18655",NA,"TRIM61 ZSWIM2-skip from contingencyTCGA()."
"18656",NA,"OK"
"18657",NA,"OK"
"18658",NA,"TRIM64 has only one group in survdiff."
"18659",NA,"OK"
"18660",NA,"TRIM66 ZSWIM2-skip from contingencyTCGA()."
"18661",NA,"TRIM67 ZSWIM2-skip from contingencyTCGA()."
"18662",NA,"OK"
"18663",NA,"TRIM69 ZSWIM2-skip from contingencyTCGA()."
"18664",NA,"TRIM6 ZSWIM2-skip from contingencyTCGA()."
"18665",NA,"TRIM71 has only one group in survdiff."
"18666",NA,"OK"
"18667",NA,"OK"
"18668",NA,"TRIM77 has only one group in survdiff."
"18669",NA,"OK"
"18670",NA,"OK"
"18671",NA,"OK"
"18672",NA,"TRIM9 ZSWIM2-skip from contingencyTCGA()."
"18673",NA,"TRIML1 ZSWIM2-skip from contingencyTCGA()."
"18674",NA,"TRIML2 ZSWIM2-skip from contingencyTCGA()."
"18675",NA,"TRIOBP ZSWIM2-skip from contingencyTCGA()."
"18676",NA,"OK"
"18677",NA,"TRIP10 ZSWIM2-skip from contingencyTCGA()."
"18678",NA,"OK"
"18679",NA,"OK"
"18680",NA,"TRIP13 ZSWIM2-skip from contingencyTCGA()."
"18681",NA,"OK"
"18682",NA,"TRIP6 ZSWIM2-skip from contingencyTCGA()."
"18683",NA,"OK"
"18684",NA,"TRMT112 ZSWIM2-skip from contingencyTCGA()."
"18685",NA,"OK"
"18686",NA,"TRMT12 ZSWIM2-skip from contingencyTCGA()."
"18687",NA,"OK"
"18688",NA,"TRMT2A ZSWIM2-skip from contingencyTCGA()."
"18689",NA,"OK"
"18690",NA,"OK"
"18691",NA,"OK"
"18692",NA,"TRMT61B ZSWIM2-skip from contingencyTCGA()."
"18693",NA,"TRMT6 ZSWIM2-skip from contingencyTCGA()."
"18694",NA,"TRMU ZSWIM2-skip from contingencyTCGA()."
"18695",NA,"OK"
"18696",NA,"OK"
"18697",NA,"OK"
"18698",NA,"OK"
"18699",NA,"OK"
"18700",NA,"OK"
"18701",NA,"OK"
"18702",NA,"TRPC1 ZSWIM2-skip from contingencyTCGA()."
"18703",NA,"TRPC2 has only one group in survdiff."
"18704",NA,"TRPC3 ZSWIM2-skip from contingencyTCGA()."
"18705",NA,"TRPC4AP ZSWIM2-skip from contingencyTCGA()."
"18706",NA,"OK"
"18707",NA,"TRPC5 has only one group in survdiff."
"18708",NA,"TRPC6 ZSWIM2-skip from contingencyTCGA()."
"18709",NA,"TRPC7 has only one group in survdiff."
"18710",NA,"TRPM1 has only one group in survdiff."
"18711",NA,"OK"
"18712",NA,"TRPM3 has only one group in survdiff."
"18713",NA,"OK"
"18714",NA,"TRPM5 has only one group in survdiff."
"18715",NA,"OK"
"18716",NA,"TRPM7 ZSWIM2-skip from contingencyTCGA()."
"18717",NA,"TRPM8 ZSWIM2-skip from contingencyTCGA()."
"18718",NA,"TRPS1 ZSWIM2-skip from contingencyTCGA()."
"18719",NA,"OK"
"18720",NA,"TRPV1 ZSWIM2-skip from contingencyTCGA()."
"18721",NA,"TRPV2 ZSWIM2-skip from contingencyTCGA()."
"18722",NA,"TRPV3 ZSWIM2-skip from contingencyTCGA()."
"18723",NA,"TRPV4 ZSWIM2-skip from contingencyTCGA()."
"18724",NA,"TRPV5 has only one group in survdiff."
"18725",NA,"OK"
"18726",NA,"OK"
"18727",NA,"OK"
"18728",NA,"OK"
"18729",NA,"TRY6 has only one group in survdiff."
"18730",NA,"TRYX3 has only one group in survdiff."
"18731",NA,"OK"
"18732",NA,"TSC22D1 ZSWIM2-skip from contingencyTCGA()."
"18733",NA,"TSC22D2 ZSWIM2-skip from contingencyTCGA()."
"18734",NA,"OK"
"18735",NA,"OK"
"18736",NA,"TSC2 ZSWIM2-skip from contingencyTCGA()."
"18737",NA,"TSEN15 ZSWIM2-skip from contingencyTCGA()."
"18738",NA,"OK"
"18739",NA,"OK"
"18740",NA,"TSEN54 ZSWIM2-skip from contingencyTCGA()."
"18741",NA,"TSFM ZSWIM2-skip from contingencyTCGA()."
"18742",NA,"TSG101 ZSWIM2-skip from contingencyTCGA()."
"18743",NA,"TSG1 has only one group in survdiff."
"18744",NA,"TSGA10IP ZSWIM2-skip from contingencyTCGA()."
"18745",NA,"OK"
"18746",NA,"TSGA13 has only one group in survdiff."
"18747",NA,"OK"
"18748",NA,"TSHB has only one group in survdiff."
"18749",NA,"TSHR ZSWIM2-skip from contingencyTCGA()."
"18750",NA,"TSHZ1 ZSWIM2-skip from contingencyTCGA()."
"18751",NA,"OK"
"18752",NA,"TSHZ3 ZSWIM2-skip from contingencyTCGA()."
"18753",NA,"TSIX has only one group in survdiff."
"18754",NA,"TSKS ZSWIM2-skip from contingencyTCGA()."
"18755",NA,"OK"
"18756",NA,"TSLP ZSWIM2-skip from contingencyTCGA()."
"18757",NA,"TSNARE1 ZSWIM2-skip from contingencyTCGA()."
"18758",NA,"There is no TSNAX.DISC1  RNAseq data."
"18759",NA,"TSNAXIP1 ZSWIM2-skip from contingencyTCGA()."
"18760",NA,"OK"
"18761",NA,"TSN ZSWIM2-skip from contingencyTCGA()."
"18762",NA,"TSPAN10 ZSWIM2-skip from contingencyTCGA()."
"18763",NA,"TSPAN11 ZSWIM2-skip from contingencyTCGA()."
"18764",NA,"TSPAN12 ZSWIM2-skip from contingencyTCGA()."
"18765",NA,"OK"
"18766",NA,"TSPAN14 ZSWIM2-skip from contingencyTCGA()."
"18767",NA,"TSPAN15 ZSWIM2-skip from contingencyTCGA()."
"18768",NA,"TSPAN16 has only one group in survdiff."
"18769",NA,"TSPAN17 ZSWIM2-skip from contingencyTCGA()."
"18770",NA,"OK"
"18771",NA,"TSPAN19 has only one group in survdiff."
"18772",NA,"OK"
"18773",NA,"OK"
"18774",NA,"TSPAN31 ZSWIM2-skip from contingencyTCGA()."
"18775",NA,"TSPAN32 ZSWIM2-skip from contingencyTCGA()."
"18776",NA,"OK"
"18777",NA,"OK"
"18778",NA,"OK"
"18779",NA,"OK"
"18780",NA,"OK"
"18781",NA,"TSPAN7 ZSWIM2-skip from contingencyTCGA()."
"18782",NA,"TSPAN8 ZSWIM2-skip from contingencyTCGA()."
"18783",NA,"TSPAN9 ZSWIM2-skip from contingencyTCGA()."
"18784",NA,"TSPO2 has only one group in survdiff."
"18785",NA,"TSPO ZSWIM2-skip from contingencyTCGA()."
"18786",NA,"TSPY1 has only one group in survdiff."
"18787",NA,"TSPY2 has only one group in survdiff."
"18788",NA,"TSPY3 has only one group in survdiff."
"18789",NA,"TSPY4 has only one group in survdiff."
"18790",NA,"TSPYL1 ZSWIM2-skip from contingencyTCGA()."
"18791",NA,"OK"
"18792",NA,"TSPYL3 ZSWIM2-skip from contingencyTCGA()."
"18793",NA,"OK"
"18794",NA,"OK"
"18795",NA,"TSPYL6 has only one group in survdiff."
"18796",NA,"TSR1 ZSWIM2-skip from contingencyTCGA()."
"18797",NA,"TSR2 ZSWIM2-skip from contingencyTCGA()."
"18798",NA,"OK"
"18799",NA,"OK"
"18800",NA,"TSSK1B ZSWIM2-skip from contingencyTCGA()."
"18801",NA,"TSSK2 with merge error."
"18802",NA,"TSSK3 ZSWIM2-skip from contingencyTCGA()."
"18803",NA,"TSSK4 ZSWIM2-skip from contingencyTCGA()."
"18804",NA,"TSSK6 ZSWIM2-skip from contingencyTCGA()."
"18805",NA,"OK"
"18806",NA,"OK"
"18807",NA,"OK"
"18808",NA,"OK"
"18809",NA,"TTBK1 ZSWIM2-skip from contingencyTCGA()."
"18810",NA,"OK"
"18811",NA,"OK"
"18812",NA,"TTC13 ZSWIM2-skip from contingencyTCGA()."
"18813",NA,"OK"
"18814",NA,"OK"
"18815",NA,"TTC16 ZSWIM2-skip from contingencyTCGA()."
"18816",NA,"TTC17 ZSWIM2-skip from contingencyTCGA()."
"18817",NA,"TTC18 ZSWIM2-skip from contingencyTCGA()."
"18818",NA,"OK"
"18819",NA,"TTC1 ZSWIM2-skip from contingencyTCGA()."
"18820",NA,"TTC21A ZSWIM2-skip from contingencyTCGA()."
"18821",NA,"OK"
"18822",NA,"OK"
"18823",NA,"TTC23L ZSWIM2-skip from contingencyTCGA()."
"18824",NA,"OK"
"18825",NA,"TTC24 ZSWIM2-skip from contingencyTCGA()."
"18826",NA,"OK"
"18827",NA,"OK"
"18828",NA,"OK"
"18829",NA,"OK"
"18830",NA,"TTC29 has only one group in survdiff."
"18831",NA,"TTC30A ZSWIM2-skip from contingencyTCGA()."
"18832",NA,"OK"
"18833",NA,"OK"
"18834",NA,"OK"
"18835",NA,"OK"
"18836",NA,"OK"
"18837",NA,"TTC36 has only one group in survdiff."
"18838",NA,"OK"
"18839",NA,"OK"
"18840",NA,"TTC39A ZSWIM2-skip from contingencyTCGA()."
"18841",NA,"TTC39B ZSWIM2-skip from contingencyTCGA()."
"18842",NA,"TTC39C ZSWIM2-skip from contingencyTCGA()."
"18843",NA,"TTC3 ZSWIM2-skip from contingencyTCGA()."
"18844",NA,"OK"
"18845",NA,"OK"
"18846",NA,"OK"
"18847",NA,"TTC7B ZSWIM2-skip from contingencyTCGA()."
"18848",NA,"OK"
"18849",NA,"TTC9B has only one group in survdiff."
"18850",NA,"TTC9C ZSWIM2-skip from contingencyTCGA()."
"18851",NA,"TTC9 ZSWIM2-skip from contingencyTCGA()."
"18852",NA,"TTF1 ZSWIM2-skip from contingencyTCGA()."
"18853",NA,"OK"
"18854",NA,"TTK ZSWIM2-skip from contingencyTCGA()."
"18855",NA,"OK"
"18856",NA,"OK"
"18857",NA,"OK"
"18858",NA,"OK"
"18859",NA,"TTLL1 ZSWIM2-skip from contingencyTCGA()."
"18860",NA,"TTLL2 has only one group in survdiff."
"18861",NA,"TTLL3 ZSWIM2-skip from contingencyTCGA()."
"18862",NA,"OK"
"18863",NA,"OK"
"18864",NA,"TTLL6 has only one group in survdiff."
"18865",NA,"OK"
"18866",NA,"TTLL8 has only one group in survdiff."
"18867",NA,"TTLL9 ZSWIM2-skip from contingencyTCGA()."
"18868",NA,"TTL ZSWIM2-skip from contingencyTCGA()."
"18869",NA,"TTN ZSWIM2-skip from contingencyTCGA()."
"18870",NA,"TTPAL ZSWIM2-skip from contingencyTCGA()."
"18871",NA,"TTPA has only one group in survdiff."
"18872",NA,"TTR has only one group in survdiff."
"18873",NA,"TTTY10 has only one group in survdiff."
"18874",NA,"TTTY11 has only one group in survdiff."
"18875",NA,"TTTY12 has only one group in survdiff."
"18876",NA,"TTTY13 with merge error."
"18877",NA,"TTTY14 has only one group in survdiff."
"18878",NA,"TTTY15 ZSWIM2-skip from contingencyTCGA()."
"18879",NA,"TTTY16 has only one group in survdiff."
"18880",NA,"TTTY17A with merge error."
"18881",NA,"TTTY17B with merge error."
"18882",NA,"TTTY18 has only one group in survdiff."
"18883",NA,"TTTY19 with merge error."
"18884",NA,"TTTY1B has only one group in survdiff."
"18885",NA,"TTTY20 has only one group in survdiff."
"18886",NA,"TTTY21 with merge error."
"18887",NA,"TTTY22 has only one group in survdiff."
"18888",NA,"TTTY23 has only one group in survdiff."
"18889",NA,"TTTY2 has only one group in survdiff."
"18890",NA,"TTTY3B with merge error."
"18891",NA,"TTTY4C has only one group in survdiff."
"18892",NA,"TTTY5 has only one group in survdiff."
"18893",NA,"TTTY6B has only one group in survdiff."
"18894",NA,"TTTY6 has only one group in survdiff."
"18895",NA,"TTTY7 has only one group in survdiff."
"18896",NA,"TTTY8 has only one group in survdiff."
"18897",NA,"TTTY9B has only one group in survdiff."
"18898",NA,"TTYH1 ZSWIM2-skip from contingencyTCGA()."
"18899",NA,"OK"
"18900",NA,"OK"
"18901",NA,"OK"
"18902",NA,"TUBA1B ZSWIM2-skip from contingencyTCGA()."
"18903",NA,"OK"
"18904",NA,"TUBA3C has only one group in survdiff."
"18905",NA,"TUBA3D ZSWIM2-skip from contingencyTCGA()."
"18906",NA,"TUBA3E has only one group in survdiff."
"18907",NA,"TUBA4A ZSWIM2-skip from contingencyTCGA()."
"18908",NA,"TUBA4B ZSWIM2-skip from contingencyTCGA()."
"18909",NA,"OK"
"18910",NA,"TUBAL3 ZSWIM2-skip from contingencyTCGA()."
"18911",NA,"OK"
"18912",NA,"TUBB2A ZSWIM2-skip from contingencyTCGA()."
"18913",NA,"TUBB2B ZSWIM2-skip from contingencyTCGA()."
"18914",NA,"TUBB2C ZSWIM2-skip from contingencyTCGA()."
"18915",NA,"OK"
"18916",NA,"OK"
"18917",NA,"OK"
"18918",NA,"TUBB6 ZSWIM2-skip from contingencyTCGA()."
"18919",NA,"OK"
"18920",NA,"OK"
"18921",NA,"OK"
"18922",NA,"TUBD1 ZSWIM2-skip from contingencyTCGA()."
"18923",NA,"OK"
"18924",NA,"OK"
"18925",NA,"OK"
"18926",NA,"TUBGCP2 ZSWIM2-skip from contingencyTCGA()."
"18927",NA,"TUBGCP3 ZSWIM2-skip from contingencyTCGA()."
"18928",NA,"OK"
"18929",NA,"OK"
"18930",NA,"TUBGCP6 ZSWIM2-skip from contingencyTCGA()."
"18931",NA,"OK"
"18932",NA,"OK"
"18933",NA,"OK"
"18934",NA,"OK"
"18935",NA,"TULP1 ZSWIM2-skip from contingencyTCGA()."
"18936",NA,"TULP2 has only one group in survdiff."
"18937",NA,"OK"
"18938",NA,"TULP4 ZSWIM2-skip from contingencyTCGA()."
"18939",NA,"OK"
"18940",NA,"OK"
"18941",NA,"OK"
"18942",NA,"TUSC5 has only one group in survdiff."
"18943",NA,"OK"
